recommendation_id,customer_id,product_id,recommendation_date,suitability_score,accepted,converted
R000566_05,C000566,P006,2026-04-12,0.62,0,0
R000567_01,C000567,P005,2026-04-25,0.377,0,0
R000567_02,C000567,P006,2026-08-13,0.671,1,0
R000568_01,C000568,P007,2026-06-20,0.501,1,0
R000568_02,C000568,P004,2026-04-17,0.377,1,0
R000568_03,C000568,P002,2026-06-29,0.532,1,0
R000568_04,C000568,P008,2026-06-15,0.487,0,0
R000568_05,C000568,P005,2026-04-22,0.63,1,0
R000569_01,C000569,P002,2026-08-04,0.463,0,0
R000569_02,C000569,P008,2026-07-03,0.656,1,0
R000569_03,C000569,P001,2026-05-29,0.647,0,0
R000570_01,C000570,P001,2026-06-23,0.585,0,0
R000570_02,C000570,P004,2026-02-16,0.789,1,1
R000570_03,C000570,P007,2026-06-28,0.888,1,0
R000570_04,C000570,P004,2026-03-07,0.758,1,0
R000570_05,C000570,P004,2026-04-03,0.595,1,0
R000571_01,C000571,P006,2026-05-29,0.214,0,0
R000571_02,C000571,P006,2026-07-12,0.644,0,0
R000572_01,C000572,P004,2026-04-16,0.408,1,0
R000572_02,C000572,P002,2026-05-24,0.303,0,0
R000572_03,C000572,P002,2026-07-07,0.495,0,0
R000573_01,C000573,P008,2026-06-29,0.683,0,0
R000573_02,C000573,P004,2026-03-22,0.653,0,0
R000574_01,C000574,P005,2026-04-04,0.327,1,0
R000574_02,C000574,P006,2026-06-07,0.705,0,0
R000574_03,C000574,P002,2026-05-18,0.836,1,0
R000575_01,C000575,P003,2026-02-28,0.376,0,0
R000575_02,C000575,P008,2026-04-13,0.433,0,0
R000575_03,C000575,P002,2026-03-15,0.263,0,0
R000576_01,C000576,P004,2026-08-07,0.631,0,0
R000576_02,C000576,P005,2026-07-15,0.237,1,1
R000577_01,C000577,P003,2026-05-19,0.48,0,0
R000577_02,C000577,P002,2026-05-27,0.419,0,0
R000577_03,C000577,P008,2026-02-26,0.498,0,0
R000577_04,C000577,P007,2026-05-03,0.528,0,0
R000577_05,C000577,P006,2026-06-23,0.572,0,0
R000578_01,C000578,P005,2026-05-25,0.488,0,0
R000578_02,C000578,P002,2026-04-15,0.479,0,0
R000578_03,C000578,P005,2026-04-09,0.439,0,0
R000578_04,C000578,P005,2026-02-16,0.615,0,0
R000579_01,C000579,P001,2026-06-30,0.54,0,0
R000579_02,C000579,P008,2026-02-15,0.397,1,0
R000580_01,C000580,P007,2026-03-30,0.65,0,0
R000580_02,C000580,P007,2026-07-16,0.561,0,0
R000580_03,C000580,P004,2026-07-22,0.478,0,0
R000580_04,C000580,P008,2026-05-05,0.422,1,0
R000581_01,C000581,P004,2026-04-27,0.388,0,0
R000581_02,C000581,P006,2026-04-30,0.496,0,0
R000581_03,C000581,P007,2026-06-06,0.366,0,0
R000581_04,C000581,P002,2026-07-15,0.59,0,0
R000581_05,C000581,P001,2026-04-10,0.515,0,0
R000582_01,C000582,P007,2026-07-18,0.465,1,0
R000582_02,C000582,P005,2026-05-16,0.496,1,0
R000582_03,C000582,P006,2026-06-14,0.481,1,0
R000582_04,C000582,P008,2026-07-22,0.397,1,0
R000582_05,C000582,P001,2026-08-10,0.572,0,0
R000583_01,C000583,P005,2026-02-21,0.656,1,1
R000583_02,C000583,P007,2026-03-04,0.691,0,0
R000583_03,C000583,P007,2026-08-07,0.472,0,0
R000583_04,C000583,P002,2026-02-26,0.546,0,0
R000583_05,C000583,P006,2026-08-19,0.599,1,0
R000584_01,C000584,P006,2026-02-22,0.328,0,0
R000584_02,C000584,P006,2026-03-19,0.469,0,0
R000584_03,C000584,P002,2026-07-11,0.331,0,0
R000585_01,C000585,P001,2026-03-02,0.612,0,0
R000585_02,C000585,P002,2026-03-11,0.506,1,0
R000585_03,C000585,P008,2026-03-14,0.414,0,0
R000585_04,C000585,P002,2026-06-30,0.547,1,0
R000586_01,C000586,P005,2026-03-07,0.63,0,0
R000586_02,C000586,P006,2026-03-23,0.498,0,0
R000587_01,C000587,P007,2026-04-07,0.512,1,0
R000587_02,C000587,P006,2026-03-26,0.574,0,0
R000587_03,C000587,P008,2026-04-07,0.603,0,0
R000588_01,C000588,P001,2026-08-16,0.495,0,0
R000588_02,C000588,P004,2026-07-19,0.449,1,0
R000588_03,C000588,P006,2026-06-03,0.446,0,0
R000589_01,C000589,P005,2026-07-07,0.246,0,0
R000589_02,C000589,P006,2026-04-16,0.307,0,0
R000590_01,C000590,P002,2026-05-28,0.216,0,0
R000590_02,C000590,P006,2026-07-12,0.312,0,0
R000590_03,C000590,P008,2026-07-03,0.531,0,0
R000590_04,C000590,P005,2026-02-16,0.276,0,0
R000591_01,C000591,P002,2026-03-11,0.625,1,1
R000591_02,C000591,P002,2026-04-03,0.234,0,0
R000591_03,C000591,P006,2026-08-02,0.603,1,1
R000591_04,C000591,P007,2026-04-11,0.328,1,0
R000591_05,C000591,P007,2026-08-12,0.228,0,0
R000592_01,C000592,P003,2026-03-24,0.658,0,0
R000592_02,C000592,P007,2026-07-08,0.282,1,0
R000592_03,C000592,P001,2026-06-29,0.356,0,0
R000592_04,C000592,P008,2026-08-19,0.406,1,0
R000593_01,C000593,P007,2026-03-24,0.225,1,1
R000593_02,C000593,P005,2026-06-20,0.299,0,0
R000593_03,C000593,P002,2026-06-08,0.376,0,0
R000593_04,C000593,P002,2026-03-01,0.551,1,0
R000593_05,C000593,P007,2026-05-15,0.572,1,0
R000594_01,C000594,P005,2026-08-04,0.498,0,0
R000594_02,C000594,P004,2026-05-11,0.563,1,0
R000594_03,C000594,P005,2026-06-24,0.616,1,0
R000594_04,C000594,P002,2026-05-08,0.672,1,1
R000595_01,C000595,P005,2026-06-18,0.599,1,0
R000595_02,C000595,P003,2026-06-01,0.292,0,0
R000595_03,C000595,P001,2026-05-19,0.34,1,0
R000595_04,C000595,P003,2026-06-13,0.579,1,1
R000595_05,C000595,P002,2026-08-08,0.561,1,0
R000596_01,C000596,P002,2026-07-03,0.576,1,0
R000596_02,C000596,P004,2026-03-12,0.803,1,0
R000597_01,C000597,P001,2026-03-07,0.464,0,0
R000597_02,C000597,P002,2026-05-26,0.725,0,0
R000597_03,C000597,P004,2026-06-07,0.631,0,0
R000598_01,C000598,P004,2026-05-30,0.49,0,0
R000598_02,C000598,P006,2026-06-16,0.612,0,0
R000598_03,C000598,P006,2026-08-10,0.358,1,0
R000598_04,C000598,P004,2026-03-09,0.656,1,0
R000598_05,C000598,P002,2026-06-19,0.426,0,0
R000599_01,C000599,P008,2026-05-11,0.634,1,1
R000599_02,C000599,P003,2026-03-10,0.589,0,0
R000599_03,C000599,P006,2026-03-10,0.6,0,0
R000599_04,C000599,P003,2026-08-19,0.341,0,0
R000600_01,C000600,P002,2026-03-06,0.746,1,0
R000600_02,C000600,P002,2026-04-19,0.53,0,0
R000600_03,C000600,P001,2026-03-02,0.636,0,0
